Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Tanga,Lushoto,Tongwe,"38.70362303,-5.113521267",spring,0,60,2010,insufficient,04033069182WP20_285,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.71172688,-5.113473115",spring,0,800,1975,insufficient,04033069182WP19_284,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,tap broken
functional,Tanga,Lushoto,Tongwe,"38.71281967,-5.116192264",spring,0,100,1975,insufficient,04033069182WP28_293,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.71501287,-5.096253655",spring,0,100,2003,insufficient,04033069182WP14_278,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.70921601,-5.096311888",spring,0,500,2003,insufficient,04033069182WP13_277,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.70701824,-5.096893217",spring,0,150,2003,insufficient,04033069182WP12_276,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.70141627,-5.130785123",spring,0,400,1975,insufficient,04033069182WP38_303,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,tap broken
functional,Tanga,Lushoto,Tongwe,"38.7111523,-5.112119021",spring,0,200,1975,insufficient,04033069182WP18_283,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.70375192,-5.092740865",spring,0,500,2003,insufficient,04033069182WP09_273,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,tap broken
functional,Tanga,Lushoto,Tongwe,"38.70575678,-5.087793103",spring,0,100,2003,insufficient,04033069182WP08_272,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.71291496,-5.075201592",spring,0,200,2008,insufficient,04033069182WP07_271,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.70334404,-5.078933183",spring,0,100,1975,enough,04033069182WP05_269,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tongwe,"38.70499955,-5.061646982",spring,0,500,1975,insufficient,04033069182WP04_268,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Handeni,Tongoni,"39.07636556,-5.222184097",shallow well,0,400,2005,enough,04042018151WP04,good,swn 80,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Handeni,Tongoni,"39.07078228,-5.188896615",shallow well,0,120,2000,dry,04042018151WP21,salty,other,unknown,never pay,Government of Tanzania,DWE,vwc,source damaged
functional,Tanga,Handeni,Tongoni,"39.06968925,-5.189411718",shallow well,0,200,unknown,enough,04042018151WP20,good,other,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Handeni,Tongoni,"39.08408958,-5.223730041",shallow well,0,1,2005,enough,04042018151WP11,good,other,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Handeni,Tongoni,"39.08189224,-5.22320077",shallow well,0,200,2005,enough,04042018151WP10,salty,nira/tanira,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tingeni,"38.75926058,-5.184684071",shallow well,0,500,2004,insufficient,04033069351WP02_404,salty,afridev,unknown,never pay,Government of Tanzania,DWE,vwc,engine broken
functional,Tanga,Lushoto,Tingeni,"38.7555633,-5.207067866",shallow well,20,400,2004,insufficient,04033069351WP13_406,salty,afridev,unknown,per bucket,Government of Tanzania,DWE,vwc,tap broken
functional,Tanga,Lushoto,Tingeni,"38.75374151,-5.203979322",shallow well,25,350,1983,insufficient,04033069351WP15_408,salty,afridev,unknown,per bucket,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.47432296,-4.928779896",spring,0,1,2008,enough,04013073201WP22_596,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.4778246,-4.929821896",spring,0,1,2008,enough,04013073201WP20_594,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.47992895,-4.925738596",spring,0,1,2008,enough,04013073201WP19_593,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.4803982,-4.939644196",spring,0,1,2008,enough,04013073201WP16_590,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46867617,-4.936049796",spring,0,1,2008,enough,04013073201WP12_586,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46748087,-4.934876896",spring,0,1,2008,enough,04013073201WP11_585,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46557396,-4.934221396",spring,0,1,2008,enough,04013073201WP10_584,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46742189,-4.932919696",spring,0,1,2008,enough,04013073201WP09_583,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46842263,-4.934088696",spring,0,1,2008,enough,04013073201WP08_582,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46888788,-4.932657296",spring,0,1,2008,enough,04013073201WP07_581,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.46984933,-4.933620996",spring,0,1,2008,enough,04013073201WP06_580,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.4704272,-4.935985696",spring,0,1,2008,enough,04013073201WP05_579,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.47196418,-4.937170696",spring,0,1,2008,enough,04013073201WP04_578,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.4696075,-4.937926396",spring,0,1,2008,enough,04013073201WP01_575,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.47042599,-4.940162596",spring,0,1,2008,enough,04013073201WP14_588,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.47960087,-4.937717796",spring,0,1,2008,enough,04013073201WP23_597,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Tamota,"38.48031906,-4.927594596",spring,0,1,2008,enough,04013073201WP18_592,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Sunga,"38.2232111,-4.508791197",shallow well,0,1,1975,enough,04013073201WP05_168,good,swn 80,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Sunga,"38.2378036,-4.551617297",shallow well,0,1,1985,enough,04013073201WP15_177,good,swn 80,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Sunga,"38.24186611,-4.547835597",shallow well,0,1,1985,enough,04013073201WP16_178,good,swn 80,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Songa,"38.68932146,-5.301521092",shallow well,0,100,2004,insufficient,04033069190WP02_308,salty,nira/tanira,unknown,unknown,Government of Tanzania,DWE,vwc,none
functional,Tanga,Lushoto,Songa,"38.68461201,-5.296275202",shallow well,0,200,2004,insufficient,04033069190WP03_309,salty,nira/tanira,unknown,never pay,Government of Tanzania,DWE,vwc,none
functional,Tanga,Handeni,Sindeni,"38.23160217,-5.347495061",river/lake,30,30,1980,enough,04063072101WP19,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.22701616,-5.340924871",river/lake,3,80,2008,enough,04063072101WP16,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.22880934,-5.346008709",river/lake,30,30,2011,enough,04063072101WP20,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.23231019,-5.348330349",river/lake,30,80,2000,enough,04063072101WP18,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
functional,Tanga,Handeni,Sindeni,"38.22192322,-5.344307376",river/lake,30,75,2008,enough,04063072101WP15,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.23659291,-5.349776618",shallow well,0,500,1985,enough,04063072101WP14,good,afridev,unknown,never pay,District Council,DWE,vwc,none
functional,Tanga,Handeni,Sindeni,"38.23424145,-5.351692533",river/lake,30,200,1975,enough,04063072101WP13,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.2613846,-5.442065037",river/lake,50,170,1980,enough,04063072101WP12,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.25585759,-5.435891198",river/lake,50,50,1980,enough,04063072101WP10,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
functional,Tanga,Handeni,Sindeni,"38.25248802,-5.432621113",river/lake,50,150,1980,enough,04063072101WP09,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
functional,Tanga,Handeni,Sindeni,"38.26206881,-5.448531524",river/lake,50,700,1990,enough,04063072101WP08,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
functional,Tanga,Handeni,Sindeni,"38.26085074,-5.446001433",river/lake,50,130,2010,enough,04063072101WP07,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Sindeni,"38.26197957,-5.445499679",river/lake,50,500,1980,enough,04063072101WP06,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
functional,Tanga,Handeni,Sindeni,"38.2614999,-5.450422401",river/lake,50,500,unknown,enough,04063072101WP05,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Mkinga,Sigaya,"39.09239696,-4.708204024",dam,0,2500,2005,enough,04083106260WP4_94,colored,other,unknown,never pay,TASAF,DWE,vwc,none
functional,Tanga,Lushoto,Shume,"38.24904679,-4.655582997",spring,0,1,1992,enough,04013073201WP18_285,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26728764,-4.668325497",spring,0,1,1992,enough,04013073201WP52_317,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.27056623,-4.667793097",spring,0,1,1992,enough,04013073201WP53_318,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25979533,-4.655984497",spring,0,1,1992,enough,04013073201WP28_294,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26088292,-4.657629597",spring,0,1,1992,enough,04013073201WP26_292,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25337567,-4.655150097",spring,0,1,1992,enough,04013073201WP25_291,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25163315,-4.655029797",spring,0,1,1992,enough,04013073201WP23_290,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25346278,-4.653806897",spring,0,1,1992,enough,04013073201WP22_289,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25114023,-4.654110297",spring,0,1,1992,enough,04013073201WP21_288,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25168226,-4.656200697",spring,0,1,1992,enough,04013073201WP20_287,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24891006,-4.657765397",spring,0,1,1992,enough,04013073201WP19_286,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25681271,-4.657429397",spring,0,1,1992,enough,04013073201WP31_297,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25422671,-4.656549297",spring,0,1,1992,enough,04013073201WP32_298,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24842636,-4.656037697",spring,0,1,1992,enough,04013073201WP17_284,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24619699,-4.651868297",spring,0,1,1992,enough,04013073201WP16_283,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.2447707,-4.648727397",spring,0,1,1992,enough,04013073201WP15_282,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24272873,-4.648006597",spring,0,1,1992,enough,04013073201WP14_281,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24157744,-4.644288197",spring,0,1,1992,enough,04013073201WP13_280,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24283052,-4.644204397",spring,0,1,1992,enough,04013073201WP12_279,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24360689,-4.643073397",spring,0,1,1992,enough,04013073201WP11_278,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24520255,-4.646036297",spring,0,1,1992,enough,04013073201WP10_277,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24711099,-4.648185397",spring,0,1,1998,enough,04013073201WP09_276,good,gravity,unknown,never pay,Camavita,Chamavita,vwc,none
functional,Tanga,Lushoto,Shume,"38.24613514,-4.642840997",spring,0,1,1998,enough,04013073201WP07_274,good,gravity,unknown,never pay,Camavita,Chamavita,vwc,none
functional,Tanga,Lushoto,Shume,"38.24906028,-4.639402997",spring,0,1,1998,enough,04013073201WP05_272,good,gravity,unknown,never pay,Camavita,Chamavita,vwc,none
functional,Tanga,Lushoto,Shume,"38.24545327,-4.637101797",spring,0,1,1998,enough,04013073201WP03_270,good,gravity,unknown,never pay,Camavita,Chamavita,vwc,none
functional,Tanga,Lushoto,Shume,"38.2420539,-4.642017397",spring,0,1,1992,enough,04013073201WP01_268,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,tap broken
functional,Tanga,Lushoto,Shume,"38.2560681,-4.654782397",spring,0,1,1992,enough,04013073201WP30_296,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25211758,-4.657059297",spring,0,1,1992,enough,04013073201WP33_299,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.2467921,-4.663191497",spring,0,1,1992,enough,04013073201WP34_300,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24505193,-4.661948497",spring,0,1,1992,enough,04013073201WP36_302,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25889002,-4.654866997",spring,0,1,1992,enough,04013073201WP29_295,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.24602169,-4.660114597",spring,0,1,1992,enough,04013073201WP37_303,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25853482,-4.661224897",spring,0,1,1992,enough,04013073201WP38_304,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26177237,-4.666401597",spring,0,1,1992,enough,04013073201WP40_305,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.2603019,-4.665097197",spring,0,1,1992,enough,04013073201WP41_306,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26522995,-4.669261797",spring,0,1,1992,enough,04013073201WP51_316,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26241296,-4.669443697",spring,0,1,1992,enough,04013073201WP50_315,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26199922,-4.671677597",spring,0,1,1992,enough,04013073201WP49_314,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.26376826,-4.668065297",spring,0,1,1992,enough,04013073201WP48_313,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25876102,-4.673137597",spring,0,1,1992,enough,04013073201WP44_309,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.2574699,-4.668279097",spring,0,1,1992,enough,04013073201WP45_310,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Lushoto,Shume,"38.25527114,-4.669415497",spring,0,1,1992,enough,04013073201WP46_311,good,gravity,unknown,never pay,Tardo,Tardo,vwc,none
functional,Tanga,Handeni,Segera,"38.53958582,-5.311216196",river/lake,50,50,1976,enough,04063072011WP07,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
functional,Tanga,Handeni,Segera,"38.5399141,-5.31336743",river/lake,50,50,1976,enough,04063072011WP06,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,none
functional,Tanga,Handeni,Segera,"38.51563204,-5.273781752",river/lake,40,500,1978,enough,04063072011WP20,good,submersible,unknown,per bucket,District Council,Handeni Trunk Main(,vwc,tap broken
